Review Text,stemming,tokens,weights,total_score,Sentimen
di rog 7 masih sering force close di chipset snapdragon 8 gen 2,rog force close chipset snapdragon gen,"['rog', 'force', 'close', 'chipset', 'snapdragon', 'gen']","[0, -3, -4, 0, 0, 0]",-7,Negative
loding data nyah lama benget tolong untuk dekloper untuk di perbaiki,loding data benget tolong dekloper baik,"['loding', 'data', 'benget', 'tolong', 'dekloper', 'baik']","[0, -3, 0, -2, 0, 5]",0,Positive
"lumayan bagus gamenya gerakan animasi juga ditel banget alur cerita nya juga ok cuma aku masih bingung sama letak gacha dan uang buat beli w engine nya, karakter nya juga dapetin dari gacha nya gimana aku agak bingung soalnya beda banget sama game hoyo lainnya dan letak misi dan lain-lain nya itu lumayan membingungkan apa lagi buat pemulangan seperti saya jadi tolong banget buat di simpelim Diki buat para pemula seperti saya hoy pless banget",lumayan bagus gera animasi tel alur cerita ok bingung letak gacha uang beli engine karakter gacha bingung beda hoyo letak misi lainlain lumayan bingung pulang tolong simpelim dik mula hoy pless,"['lumayan', 'bagus', 'gera', 'animasi', 'tel', 'alur', 'cerita', 'ok', 'bingung', 'letak', 'gacha', 'uang', 'beli', 'engine', 'karakter', 'gacha', 'bingung', 'beda', 'hoyo', 'letak', 'misi', 'lainlain', 'lumayan', 'bingung', 'pulang', 'tolong', 'simpelim', 'dik', 'mula', 'hoy', 'pless']","[-2, 5, 0, 0, 0, -4, -4, 4, 0, 0, -3, 0, -3, 0, 0, -3, 0, -2, 0, 0, 0, 0, -2, 0, 0, -2, 0, 0, -3, 0, 0]",-19,Negative
BERITAHU HOYO PERBAIKI SISTEM GACHANYA ANJ,beritahu hoyo baik sistem gachanya anjing,"['beritahu', 'hoyo', 'baik', 'sistem', 'gachanya', 'anjing']","[0, 0, 5, -4, 0, -4]",-3,Negative
"min tolong adain karakter seperti Shenhe genshin impact dong, pokoknya miripin nanti kalau ada di tambahin lagi bintangnya 😅",min tolong ada karakter shenhe genshin impact pokok miripin tambah bintang,"['min', 'tolong', 'ada', 'karakter', 'shenhe', 'genshin', 'impact', 'pokok', 'miripin', 'tambah', 'bintang']","[0, -2, -3, 0, 0, 0, 0, -3, 0, 3, 0]",-5,Negative
gamenya seru euy,seru euy,"['seru', 'euy']","[5, 0]",5,Positive
"tolong dev. setelah update kok fps jadi drop. biasa main di grafik medium fps rata"" 56-60. setelah update jadi 20-25. device saya dimensity 8350 ultimate.",tolong dev update fps drop grafik medium fps rata update device dimensity ultimate,"['tolong', 'dev', 'update', 'fps', 'drop', 'grafik', 'medium', 'fps', 'rata', 'update', 'device', 'dimensity', 'ultimate']","[-2, 0, -5, -4, -3, 1, 2, -4, -4, -5, 0, 0, 0]",-24,Negative
dari game nya udh bagus cuma ada yg aku tidak suka 1.kebanyakan loading stiap mau keluar buka pintu seharusnya jngan ada loading nya bikin lama 2. map daerah nya klo bisa jgan di kasih batas dong biar bisa exspor tmpat2 nya klo di kasih batas kurang menarik 3.klo bisa stiap rumah bisa di masukin biar kita bisa lihat di dalem nya ama klo bisa stiap naik mobil klo bisa jangan loading klo bisa kita nyetir sendiri biar enak ada tatangan bisa mejelajai map. tolong dong,bagus tidak suka banyak loading buka pintu jangan loading bikin map daerah jangan kasih batas biar exspor tmpat kasih batas kurang tarik rumah pasuk biar dalem mobil jangan loading nyetir biar tatang mejelajai map tolong,"['bagus', 'tidak', 'suka', 'banyak', 'loading', 'buka', 'pintu', 'jangan', 'loading', 'bikin', 'map', 'daerah', 'jangan', 'kasih', 'batas', 'biar', 'exspor', 'tmpat', 'kasih', 'batas', 'kurang', 'tarik', 'rumah', 'pasuk', 'biar', 'dalem', 'mobil', 'jangan', 'loading', 'nyetir', 'biar', 'tatang', 'mejelajai', 'map', 'tolong']","[5, -5, 3, -3, -3, -3, 0, -3, -3, 0, 0, 0, -3, 1, -3, -3, 0, 0, 1, -3, -4, 2, 3, -3, -3, -2, 1, -3, -3, 0, -3, 0, 0, 0, -2]",-39,Negative
"nice, stelah update makin lancar😋",nice update lancar,"['nice', 'update', 'lancar']","[4, -5, -2]",-3,Negative
game bagus tapi agak berat di iqoo 15 saya,bagus berat iqoo,"['bagus', 'berat', 'iqoo']","[5, -4, 0]",1,Positive
jadi ke inget main persona 5 royal tampilan dan animasinya🥰🥰,persona royal tampil animasi,"['persona', 'royal', 'tampil', 'animasi']","[0, 0, -3, 0]",-3,Negative
"kenapa di kasih lycaon, AOD ku 1 lagi padahal",kasih lycaon aod ku,"['kasih', 'lycaon', 'aod', 'ku']","[1, 0, 0, 0]",1,Positive
"Optimalisasi mobile : Ampas Story S2 : Hantjoer berantakan Udah gitu malah pake strategi yang sama dengan HSR pula (konten endgame inflasi HP, jualan karakter kayak sales lagi kejar target).",optimalisasi mobile ampas story hantjoer beranta pakai strategi hsr konten endgame inflasi hp jual karakter sales kejar target,"['optimalisasi', 'mobile', 'ampas', 'story', 'hantjoer', 'beranta', 'pakai', 'strategi', 'hsr', 'konten', 'endgame', 'inflasi', 'hp', 'jual', 'karakter', 'sales', 'kejar', 'target']","[-2, 0, -3, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, -3, 0]",-2,Negative
"bug udah fix hehe, gamenya seru cuman berat aja",bug fix hehe seru cuman berat,"['bug', 'fix', 'hehe', 'seru', 'cuman', 'berat']","[-5, 0, 0, 5, 0, -4]",-4,Negative
"ahir nya loading nya udah di fix, terimakasih hoyo sudah mendengar suara kami",ahir loading fix terimakasih hoyo dengar suara,"['ahir', 'loading', 'fix', 'terimakasih', 'hoyo', 'dengar', 'suara']","[0, -3, 0, 5, 0, 2, -1]",3,Positive
"sejak pembaruan kok login ke akun Facebook tidak bisa, mohon di perbaiki",baru login akun facebook tidak baik,"['baru', 'login', 'akun', 'facebook', 'tidak', 'baik']","[0, 0, 0, 0, -5, 5]",0,Positive
Gooner game😔🥀💔,gooner,['gooner'],[0],0,Positive
nice game 👍👍🤝,nice,['nice'],[4],4,Positive
"bohong gacha nya 50/50 gue aja jarang banget menang rate off, sistem gacha nya ampas",bohong gacha jarang menang rate off sistem gacha ampas,"['bohong', 'gacha', 'jarang', 'menang', 'rate', 'off', 'sistem', 'gacha', 'ampas']","[-5, -3, 0, -5, -2, 0, -4, -3, -3]",-25,Negative
"sudah bagus... tapi mungkin untuk prosessor Exynos terutama Exynos 1480 yg pakai AMD RDNA 2 bisa dioptimalkan lagi, karena terkadang suka ngecrash... tapi ga terlalu parah kok👍🙏 tambahan: mungkin untuk game nya dikurangi ram usagenya karena sejak update one ui 7, game nya suka ngebug karena ram usage game nya besar yang dimana ini membuat samsung nya selalu clean memory dan itu membuat game nya sering ngebug atau ga force close 🙏 edit: tolong diperbaiki ram leaknya, makin parah soalnya",bagus prosessor exynos exynos pakai amd rdna optimal terkadang suka ngecrash tidak parah tambah rang ram usagenya update one ui suka ngebug ram usage mana samsung clean memory ngebug tidak force close edit tolong baik ram leak parah,"['bagus', 'prosessor', 'exynos', 'exynos', 'pakai', 'amd', 'rdna', 'optimal', 'terkadang', 'suka', 'ngecrash', 'tidak', 'parah', 'tambah', 'rang', 'ram', 'usagenya', 'update', 'one', 'ui', 'suka', 'ngebug', 'ram', 'usage', 'mana', 'samsung', 'clean', 'memory', 'ngebug', 'tidak', 'force', 'close', 'edit', 'tolong', 'baik', 'ram', 'leak', 'parah']","[5, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, -5, -5, 3, -3, 0, 0, -5, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, -5, -3, -4, 0, -2, 5, 0, 0, -5]",-15,Negative
banyak my kisah inimah,my kisah inimah,"['my', 'kisah', 'inimah']","[0, 0, 0]",0,Positive
"seru sih, gk kikir kayak game satunya",seru tidak kikir satu,"['seru', 'tidak', 'kikir', 'satu']","[5, -5, 4, -1]",3,Positive
keren,keren,['keren'],[5],5,Positive
Dari awal opening setia banget mainin game ini👍🏻,opening setia mainin,"['opening', 'setia', 'mainin']","[0, -4, -2]",-6,Negative
add more jiggle physic,more jiggle physic,"['more', 'jiggle', 'physic']","[0, 0, 0]",0,Positive
ini setelah update jadi lag parah. Tolong diperbaiki,update lag parah tolong baik,"['update', 'lag', 'parah', 'tolong', 'baik']","[-5, -5, -5, -2, 5]",-12,Negative
WE NEED CO-OP! 🗣🔥,we need coop,"['we', 'need', 'coop']","[0, 0, 0]",0,Positive
Sekarang di perangkat hp Infinix gt 30 pro ada stuttering saat battle,perangkat hp infinix pro stuttering battle,"['perangkat', 'hp', 'infinix', 'pro', 'stuttering', 'battle']","[0, 0, 0, 0, 0, 0]",0,Positive
"game nya baik ,dan tidak Kikir ,agent nya juga montok saya suka",tidak kikir agent montok suka,"['tidak', 'kikir', 'agent', 'montok', 'suka']","[-5, 4, 0, 3, 3]",5,Positive
keren:),keren,['keren'],[5],5,Positive
gamenya bagus cocok buat lagi nyantai,bagus cocok nyantai,"['bagus', 'cocok', 'nyantai']","[5, -3, 0]",2,Positive
mntap,mntap,['mntap'],[0],0,Positive
"Game The Best, komunitas nya asik tapi banyak Furry nya jir😹😹",the best komunitas asik furry jir,"['the', 'best', 'komunitas', 'asik', 'furry', 'jir']","[0, 5, -3, 4, 0, -3]",3,Positive
walaupun sudah jarang main gamenya tapi overall bagus lah....,jarang overall bagus,"['jarang', 'overall', 'bagus']","[0, 0, 5]",5,Positive
terbaik,baik,['baik'],[5],5,Positive
kangen mode tv 🫠,kangen mode tv,"['kangen', 'mode', 'tv']","[0, 0, 0]",0,Positive
"tolong detail di lumine square turunin atau gak jumlah render orang nya bisa diatur,framedrop disitu doang gw grafik high map lain lancar.",tolong detail lumine square turunin tidak render diaturframedrop situ doang grafik high map lancar,"['tolong', 'detail', 'lumine', 'square', 'turunin', 'tidak', 'render', 'diaturframedrop', 'situ', 'doang', 'grafik', 'high', 'map', 'lancar']","[-2, 2, 0, 0, 0, -5, 0, 0, 0, -1, 1, 0, 0, -2]",-7,Negative
anciiiiss bagus banget dari ceritanya gameplay-nya dll best game lah👍,anciss bagus cerita gameplaynya dll best,"['anciss', 'bagus', 'cerita', 'gameplaynya', 'dll', 'best']","[0, 5, -4, 0, 0, 5]",6,Positive
gokill,gila,['gila'],[-5],-5,Negative
"sebenarnya saya gk apa untuk segi gameplay dan storynya sekaligus reward. yg saya permasalahan kan itu 1, yaitu coba sedikit kurangin karakter wanita yg sangat terbuka apalagi sampai ada yang setengah telanjang menurut saya itu udah masuk ranah ke sexualitas dan jangan lupa untuk karakter anak kecil terutama perempuan, memang mereka lucu but for skirt jangan terlalu pendek banget dan juga kalau misalnya pakek rok pendek minimal mereka pakai celana pendek. itu saja saran dan sedikit kritikan.",tidak segi gameplay storynya reward masalah coba kurang karakter wanita buka telanjang ranah sexualitas jangan lupa karakter anak perempuan lucu but for skirt jangan pendek pakai rok pendek minimal pakai celana pendek saran kritik,"['tidak', 'segi', 'gameplay', 'storynya', 'reward', 'masalah', 'coba', 'kurang', 'karakter', 'wanita', 'buka', 'telanjang', 'ranah', 'sexualitas', 'jangan', 'lupa', 'karakter', 'anak', 'perempuan', 'lucu', 'but', 'for', 'skirt', 'jangan', 'pendek', 'pakai', 'rok', 'pendek', 'minimal', 'pakai', 'celana', 'pendek', 'saran', 'kritik']","[-5, -4, 2, 0, 0, -4, -1, -4, 0, 0, -3, 0, 0, 0, -3, -3, 0, -3, 0, -2, 0, 0, 0, -3, -2, 0, 0, -2, -3, 0, 0, -2, -3, -5]",-50,Negative
"Dari story, gameplay dan lainnya, saya sangat suka.",story gameplay suka,"['story', 'gameplay', 'suka']","[5, 2, 3]",10,Positive
"Overall game nya bagus bgt, dari segi story,battlenya,karakter, dan map nya. minus agak lag di beberapa map cuma masih bisa dimaklumi",overall bagus segi storybattlenyakarakter map minus lag map maklum,"['overall', 'bagus', 'segi', 'storybattlenyakarakter', 'map', 'minus', 'lag', 'map', 'maklum']","[0, 5, -4, 0, 0, -2, -5, 0, -2]",-8,Negative
"Dulu ini game bagus banget,bintang 5 lah pokoknya karna banyak reward ,animasi bagus,battle keren parah tapi semenjak konten endgame kayak shiyu defense diganti jadi 3 tim berasa gak serunya.kayak apa apa mau diuangin,player yg pengen nyelesein end game harus banget dipaksa punya 3 tim. bagusan yg dulu awal2 rilis",bagus bangetbintang pokok reward animasi bagusbattle keren parah semenjak konten endgame shiyu defense ganti tim asa tidak serunyakayak diuanginplayer pengin nyelesein end paksa tim bagus rilis,"['bagus', 'bangetbintang', 'pokok', 'reward', 'animasi', 'bagusbattle', 'keren', 'parah', 'semenjak', 'konten', 'endgame', 'shiyu', 'defense', 'ganti', 'tim', 'asa', 'tidak', 'serunyakayak', 'diuanginplayer', 'pengin', 'nyelesein', 'end', 'paksa', 'tim', 'bagus', 'rilis']","[5, 0, -3, 0, 0, 0, 5, -5, 0, 0, 0, 0, 0, -3, -4, -2, -5, 0, 0, 0, 0, 0, -4, -4, 5, 3]",-12,Negative
"saya sangat suka game nya cuma untuk event menurut saya kurang ya hadiah² nya ,, trus untuk drop rate gacha hero kalau bisa agak dipermudah dikit lah biar gk terlalu boros uang buat gacha 😁",suka event kurang hadiah drop rate gacha hero mudah dikit biar tidak boros uang gacha,"['suka', 'event', 'kurang', 'hadiah', 'drop', 'rate', 'gacha', 'hero', 'mudah', 'dikit', 'biar', 'tidak', 'boros', 'uang', 'gacha']","[3, 0, -4, -3, -3, -2, -3, 0, -1, -4, -3, -5, -5, 0, -3]",-33,Negative
good,good,['good'],[5],5,Positive
"please optimalkan game nya, padahal dlu lancar bgt gw main sekarang ntah kenapa jadi patah patah",please optimal lancar patah patah,"['please', 'optimal', 'lancar', 'patah', 'patah']","[-3, 0, -2, -4, -4]",-13,Negative
bagus min tambahin skin gapake baju,bagus min tambah skin tidak pakai baju,"['bagus', 'min', 'tambah', 'skin', 'tidak', 'pakai', 'baju']","[5, 0, 3, 0, -5, 0, 2]",5,Positive
"please.. untuk developer tolong lahh optimalisasi nya di perbaiki, masak buat jala aja sering patah"" badahal sebelumnya enak enak aja 😩",please developer tolong optimalisasi baik masak jala patah badahal,"['please', 'developer', 'tolong', 'optimalisasi', 'baik', 'masak', 'jala', 'patah', 'badahal']","[-3, 0, -2, -2, 5, -2, 3, -4, 0]",-5,Negative
getting agent s with 50% is greed,getting agent with is greed,"['getting', 'agent', 'with', 'is', 'greed']","[0, 0, 0, 0, 0]",0,Positive
jern sih ini!,jern,['jern'],[0],0,Positive
di tunggu zzz cloudnya,tunggu cloudnya,"['tunggu', 'cloudnya']","[-2, 0]",-2,Negative
Pengalaman bermain buruk. Optimalisasi mobile kurang memuaskan.,alam main buruk optimalisasi mobile kurang muas,"['alam', 'main', 'buruk', 'optimalisasi', 'mobile', 'kurang', 'muas']","[-1, -2, -5, -2, 0, -4, 5]",-9,Negative
"pliss jangan lock grafik di device dengan chipset d7300, untuk efek lainnya gapapa lah kalo di lock tapi untuk resolusi kualitas gambarnya jangan di lock karena terlalu buram dan tidak enak dilihat , waktu awal rilis pake snap 782g gambarnya jernih ga dilock grafik jadi bisa nikmatin kualitas gambar game. sekarang di 782g juga sama tetep dilock grafik, saya gaminta banyak cuma jangan lock grafik Resolusi gambar karena sangat buram",pliss jangan lock grafik device chipset efek gapapa lock resolusi kualitas gambar jangan lock buram tidak waktu rilis pakai snap tidak gambar jernih tidak dilock grafik nikmat kualitas gambar tidak dilock grafik gaminta jangan lock grafik resolusi gambar buram,"['pliss', 'jangan', 'lock', 'grafik', 'device', 'chipset', 'efek', 'gapapa', 'lock', 'resolusi', 'kualitas', 'gambar', 'jangan', 'lock', 'buram', 'tidak', 'waktu', 'rilis', 'pakai', 'snap', 'tidak', 'gambar', 'jernih', 'tidak', 'dilock', 'grafik', 'nikmat', 'kualitas', 'gambar', 'tidak', 'dilock', 'grafik', 'gaminta', 'jangan', 'lock', 'grafik', 'resolusi', 'gambar', 'buram']","[0, -3, -2, 1, 0, 0, 3, 0, -2, 3, 4, -3, -3, -2, -3, -5, 0, 3, 0, 0, -5, -3, 4, -5, 0, 1, 3, 4, -3, -5, 0, 1, 0, -3, -2, 1, 3, -3, -3]",-24,Negative
bagus lah,bagus,['bagus'],[5],5,Positive
serius 8s gen4 gak kuat?,serius gen tidak kuat,"['serius', 'gen', 'tidak', 'kuat']","[-5, 0, -5, -3]",-13,Negative
Bagus,bagus,['bagus'],[5],5,Positive
Masterpiece,masterpiece,['masterpiece'],[0],0,Positive
lag,lag,['lag'],[-5],-5,Negative
hoyo zzz readering too heavy everyday always lag in first gameplay. i hope hoyo can fix this issue,hoyo readering too heavy everyday always lag first gameplay hope hoyo can fix this issue,"['hoyo', 'readering', 'too', 'heavy', 'everyday', 'always', 'lag', 'first', 'gameplay', 'hope', 'hoyo', 'can', 'fix', 'this', 'issue']","[0, 0, 0, 0, 0, 0, -5, 0, 2, 0, 0, 0, 0, 0, 0]",-3,Negative
"Balikin mode hollow zero yang lama,sekarang jadi ribet banget mana ada yg 3 lantai udah gitu musuhnya tebel banget.Udah gitu modenya pada aneh2 ada yg dari start sekrat duluan,ada yg gak bisa liat map kek ngapain sih bikin hal hal seribet itu buat dapetin reward yg sama dengan sebelum update yg dimana dapetinnya jauhhhh lebih gampang.game udah seru pakek kebanyakan rombak segala yg nyusahin playernya dongo dongo",balikin mode hollow zero lamasekarang ribet lantai musuh tebal bangetudah mode aneh start sekrat duluanada tidak map bikin seribet reward update mana dapetinnya gampanggame seru pakai banyak rombak susah playernya dongo dongo,"['balikin', 'mode', 'hollow', 'zero', 'lamasekarang', 'ribet', 'lantai', 'musuh', 'tebal', 'bangetudah', 'mode', 'aneh', 'start', 'sekrat', 'duluanada', 'tidak', 'map', 'bikin', 'seribet', 'reward', 'update', 'mana', 'dapetinnya', 'gampanggame', 'seru', 'pakai', 'banyak', 'rombak', 'susah', 'playernya', 'dongo', 'dongo']","[0, 0, 0, -3, 0, -4, 0, -4, 0, 0, 0, -4, 0, 0, 0, -5, 0, 0, 0, 0, -5, 0, 0, 0, 5, 0, -3, -2, -3, 0, 0, 0]",-28,Negative
rekomendasi dari game medium giliran maen patah2 apalagi pas di kota parah frame nya tolong optimasi lagi hoyo,rekomendasi medium gilir patah pas kota parah frame tolong optimasi hoyo,"['rekomendasi', 'medium', 'gilir', 'patah', 'pas', 'kota', 'parah', 'frame', 'tolong', 'optimasi', 'hoyo']","[0, 2, 0, -4, 3, -1, -5, -4, -2, 0, 0]",-11,Negative
"Aku baru aja Beli HP Xiaomi Redmi 15c di tahun 2025, HP tersebut baru Rilis dan langsung Aku beli karena kebetulan aku pingin ganti HP untuk main Game. main Genshin Impact lancar Rata Kanan 😁👍 tapi main Zenless Zone Zero Nge lag Parah, padahal pakai Rata Kiri 😭. please Developer, For all smartphones with 8GB & 256GB specifications can play Zenless Zone Zero Without Lagging 😭😭😭 sumpah Baru beli nih lho HP, baru rilis nih HP, Aku coba main Genshin Kuat tapi main ZZZ gak kuat 😭😭😭",beli hp xiaomi redmi tahun hp rilis beli pengin ganti hp genshin impact lancar rata kanan zenless zone zero nge lag parah pakai rata kiri please developer for all smartphones with gb gb specifications can play zenless zone zero without lagging sumpah beli lho hp rilis hp coba genshin kuat tidak kuat,"['beli', 'hp', 'xiaomi', 'redmi', 'tahun', 'hp', 'rilis', 'beli', 'pengin', 'ganti', 'hp', 'genshin', 'impact', 'lancar', 'rata', 'kanan', 'zenless', 'zone', 'zero', 'nge', 'lag', 'parah', 'pakai', 'rata', 'kiri', 'please', 'developer', 'for', 'all', 'smartphones', 'with', 'gb', 'gb', 'specifications', 'can', 'play', 'zenless', 'zone', 'zero', 'without', 'lagging', 'sumpah', 'beli', 'lho', 'hp', 'rilis', 'hp', 'coba', 'genshin', 'kuat', 'tidak', 'kuat']","[-3, 0, 0, 0, 0, 0, 3, -3, 0, -3, 0, 0, 0, -2, -4, 0, 0, 0, -3, 0, -5, -5, 0, -4, -3, -3, 0, 0, 0, 0, 0, -3, -3, 0, 0, 0, 0, 0, -3, 0, 0, -3, -3, 0, 0, 3, 0, -1, 0, -3, -5, -3]",-59,Negative
Terlalu banyak percakapan daripada battle ( meskipun sudah pake skip percakapan ),cakap battle pakai skip cakap,"['cakap', 'battle', 'pakai', 'skip', 'cakap']","[-4, 0, 0, 0, -4]",-8,Negative
sering force close di HP poco f6 8/256,force close hp poco,"['force', 'close', 'hp', 'poco']","[-3, -4, 0, 0]",-7,Negative
kikir,kikir,['kikir'],[4],4,Positive
Make optimized perfomance for samsung s25 fe. I play this game in low setting and still have many stutter and framedrop.,pakai optimized perfomance for samsung fe play this low setting and still have many stutter and framedrop,"['pakai', 'optimized', 'perfomance', 'for', 'samsung', 'fe', 'play', 'this', 'low', 'setting', 'and', 'still', 'have', 'many', 'stutter', 'and', 'framedrop']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,Positive
